scaf_name,chr_type,MF,MF_adj
1_Tdi_b3v08_scaf009523,A,0.20679985672766,0.1167999
1_Tdi_b3v08_scaf009524,A,-0.0453219575037838,-0.1353220
1_Tdi_b3v08_scaf009525,A,-1.05217402152838,-1.142174
1_Tdi_b3v08_scaf009526,A,-0.0365968751420684,-0.1265969
1_Tdi_b3v08_scaf009527,A,0.0531546467450909,-0.03684535
1_Tdi_b3v08_scaf009528,A,0.0797132298799635,-0.01028677
1_Tdi_b3v08_scaf009529,A,0.199735793213732,0.1097358
1_Tdi_b3v08_scaf009530,X,-0.863160551540364,-0.9531606
1_Tdi_b3v08_scaf009531,A,0.0349709557776725,-0.05502904
1_Tdi_b3v08_scaf009532,X,-0.913247551025879,-1.003248
1_Tdi_b3v08_scaf009533,A,-1.01242443372886,-1.102424
1_Tdi_b3v08_scaf009534,A,0.0841417153933414,-0.005858285
1_Tdi_b3v08_scaf009535,A,0.00355590411586853,-0.08644410
1_Tdi_b3v08_scaf009536,A,0.197496887379109,0.1074969
1_Tdi_b3v08_scaf009537,A,0.0655627250980439,-0.02443727
1_Tdi_b3v08_scaf009538,A,0.221736177785422,0.1317362
1_Tdi_b3v08_scaf009539,A,-0.010140847054825,-0.1001408
1_Tdi_b3v08_scaf009540,A,0.100501723959055,0.01050172
1_Tdi_b3v08_scaf009541,A,0.0924033065911378,0.002403307
1_Tdi_b3v08_scaf009542,A,1.13436049015307,1.044360
1_Tdi_b3v08_scaf009543,A,0.0791458080979713,-0.01085419
1_Tdi_b3v08_scaf009544,A,0.946308156178537,0.8563082
1_Tdi_b3v08_scaf009545,A,-0.185319321414132,-0.2753193
1_Tdi_b3v08_scaf009546,A,-0.0266789657897299,-0.1166790
1_Tdi_b3v08_scaf009547,A,-0.657831303963769,-0.7478313
1_Tdi_b3v08_scaf009548,A,0.194315976991523,0.1043160
1_Tdi_b3v08_scaf009549,A,0.188104421970113,0.09810442
1_Tdi_b3v08_scaf009550,A,-0.100555438845808,-0.1905554
1_Tdi_b3v08_scaf009551,A,0.00446484256756457,-0.08553516
1_Tdi_b3v08_scaf009552,A,-0.109317361048523,-0.1993174
1_Tdi_b3v08_scaf009553,A,-0.0642475259787506,-0.1542475
1_Tdi_b3v08_scaf009554,A,-0.0248599755805858,-0.1148600
1_Tdi_b3v08_scaf009555,A,0.173137002730458,0.08313700
1_Tdi_b3v08_scaf009556,A,0.00679639819156743,-0.08320360
1_Tdi_b3v08_scaf009557,A,0.234139069029138,0.1441391
1_Tdi_b3v08_scaf009558,A,0.0254850903339221,-0.06451491
1_Tdi_b3v08_scaf009559,A,0.0944595531954153,0.004459553
1_Tdi_b3v08_scaf009560,A,0.00661440140140755,-0.08338560
1_Tdi_b3v08_scaf009561,A,0.0428033936908183,-0.04719661
1_Tdi_b3v08_scaf009562,A,0.0962421290598859,0.006242129
1_Tdi_b3v08_scaf009563,A,-0.0335618571393423,-0.1235619
1_Tdi_b3v08_scaf009564,A,0.0111016569939949,-0.07889834
1_Tdi_b3v08_scaf009565,A,0.0604982965151728,-0.02950170
1_Tdi_b3v08_scaf009566,A,-0.0160172452201467,-0.1060172
1_Tdi_b3v08_scaf009567,A,0.151682685783354,0.06168269
1_Tdi_b3v08_scaf009568,A,0.093721257091143,0.003721257
1_Tdi_b3v08_scaf009569,A,-0.34057837038963,-0.4305784
1_Tdi_b3v08_scaf009570,A,0.132933126287528,0.04293313
1_Tdi_b3v08_scaf009571,A,-0.0105015961515938,-0.1005016
1_Tdi_b3v08_scaf009572,A,0.0205152512953775,-0.06948475
1_Tdi_b3v08_scaf009573,A,-1.07890133069967,-1.168901
1_Tdi_b3v08_scaf009574,A,0.00138993973776809,-0.08861006
1_Tdi_b3v08_scaf009575,A,-0.00534012045281127,-0.09534012
1_Tdi_b3v08_scaf009576,X,-0.845235461913438,-0.9352355
1_Tdi_b3v08_scaf009577,A,0.207849235966722,0.1178492
1_Tdi_b3v08_scaf009578,A,-0.0418718349120893,-0.1318718
1_Tdi_b3v08_scaf009579,A,0.0818855899492462,-0.008114410
1_Tdi_b3v08_scaf009580,A,-0.63866408533648,-0.7286641
1_Tdi_b3v08_scaf009581,A,0.114270776394767,0.02427078
1_Tdi_b3v08_scaf009582,A,0.127980225406,0.03798023
1_Tdi_b3v08_scaf009583,A,0.0998046105441056,0.009804611
1_Tdi_b3v08_scaf009584,A,-0.0859137659984086,-0.1759138
1_Tdi_b3v08_scaf009585,A,0.0631121561132923,-0.02688784
1_Tdi_b3v08_scaf009586,A,0.0207198764262753,-0.06928012
1_Tdi_b3v08_scaf009587,A,0.0210804683861236,-0.06891953
1_Tdi_b3v08_scaf009588,A,-1.08428065766178,-1.174281
1_Tdi_b3v08_scaf009589,A,0.13282139228874,0.04282139
1_Tdi_b3v08_scaf009590,A,0.0165604365414636,-0.07343956
1_Tdi_b3v08_scaf009591,A,-0.0547749394379175,-0.1447749
1_Tdi_b3v08_scaf009592,A,-0.0227720440128784,-0.1127720
1_Tdi_b3v08_scaf009593,A,-0.0607407442034473,-0.1507407
1_Tdi_b3v08_scaf009594,A,-0.0151508914873457,-0.1051509
1_Tdi_b3v08_scaf009595,X,-1.00620596511242,-1.096206
1_Tdi_b3v08_scaf009596,A,-0.13018101053745,-0.2201810
1_Tdi_b3v08_scaf009597,A,0.275695178823922,0.1856952
1_Tdi_b3v08_scaf009598,A,-0.0390515339183566,-0.1290515
1_Tdi_b3v08_scaf009599,A,-0.0883260537856804,-0.1783261
1_Tdi_b3v08_scaf009600,A,0.295628585231958,0.2056286
1_Tdi_b3v08_scaf009601,A,-0.0804499748498627,-0.1704500
1_Tdi_b3v08_scaf009602,A,0.0310747750676005,-0.05892522
1_Tdi_b3v08_scaf009603,A,-0.207239820219562,-0.2972398
1_Tdi_b3v08_scaf009604,A,-0.231953072415928,-0.3219531
1_Tdi_b3v08_scaf009605,A,0.0141662898797446,-0.07583371
1_Tdi_b3v08_scaf009606,A,0.122392462441592,0.03239246
1_Tdi_b3v08_scaf009607,A,0.0873258512893129,-0.002674149
1_Tdi_b3v08_scaf009608,A,-0.0562951602199388,-0.1462952
1_Tdi_b3v08_scaf009609,A,0.173324572248647,0.08332457
1_Tdi_b3v08_scaf009610,A,-0.212781408353302,-0.3027814
1_Tdi_b3v08_scaf009611,X,-0.949239204679403,-1.039239
1_Tdi_b3v08_scaf009612,A,-0.0409624045501343,-0.1309624
1_Tdi_b3v08_scaf009613,A,0.0779712713313755,-0.01202873
1_Tdi_b3v08_scaf009614,A,-0.0177324827502841,-0.1077325
1_Tdi_b3v08_scaf009615,A,0.0723749047499274,-0.01762510
1_Tdi_b3v08_scaf009616,A,-1.05802114468289,-1.148021
1_Tdi_b3v08_scaf009617,A,0.102274011949695,0.01227401
1_Tdi_b3v08_scaf009618,A,-0.148881212344147,-0.2388812
1_Tdi_b3v08_scaf009619,A,-0.157551023682107,-0.2475510
1_Tdi_b3v08_scaf009620,A,0.131848613124511,0.04184861
1_Tdi_b3v08_scaf009621,X,-0.903439505394619,-0.9934395
1_Tdi_b3v08_scaf009622,A,0.00909714154275485,-0.08090286
1_Tdi_b3v08_scaf009623,A,0.0773219800067071,-0.01267802
1_Tdi_b3v08_scaf009624,A,-0.192510520775687,-0.2825105
1_Tdi_b3v08_scaf009625,A,0.0440836534236021,-0.04591635
1_Tdi_b3v08_scaf009626,A,-0.0127325318081153,-0.1027325
1_Tdi_b3v08_scaf009627,A,0.193596269526561,0.1035963
1_Tdi_b3v08_scaf009628,A,0.0540124823058892,-0.03598752
1_Tdi_b3v08_scaf009629,A,0.0260511097653692,-0.06394889
1_Tdi_b3v08_scaf009630,A,0.00639930260694175,-0.08360070
1_Tdi_b3v08_scaf009631,A,0.10373668406466,0.01373668
1_Tdi_b3v08_scaf009632,A,-0.101876090393175,-0.1918761
1_Tdi_b3v08_scaf009633,A,0.0492354871471746,-0.04076451
1_Tdi_b3v08_scaf009634,A,-0.0333704207010903,-0.1233704
1_Tdi_b3v08_scaf009635,A,0.37601776769625,0.2860178
1_Tdi_b3v08_scaf009636,A,0.0924514070940267,0.002451407
1_Tdi_b3v08_scaf009637,A,0.0887263167586222,-0.001273683
1_Tdi_b3v08_scaf009638,A,0.0291326596183306,-0.06086734
1_Tdi_b3v08_scaf009639,A,0.0517751592097349,-0.03822484
1_Tdi_b3v08_scaf009640,A,0.372812180224549,0.2828122
1_Tdi_b3v08_scaf009641,A,0.0701748912925981,-0.01982511
1_Tdi_b3v08_scaf009642,A,-0.135030913257212,-0.2250309
1_Tdi_b3v08_scaf009643,A,0.169876832126006,0.07987683
1_Tdi_b3v08_scaf009644,A,0.1180479559181,0.02804796
1_Tdi_b3v08_scaf009645,A,0.0776531067636549,-0.01234689
1_Tdi_b3v08_scaf009646,X,-0.997425211274308,-1.087425
1_Tdi_b3v08_scaf009647,A,-0.00331150402644002,-0.09331150
1_Tdi_b3v08_scaf009648,X,-0.974695810364466,-1.064696
1_Tdi_b3v08_scaf009649,A,0.0268233580639474,-0.06317664
1_Tdi_b3v08_scaf009650,A,0.254358453996494,0.1643585
1_Tdi_b3v08_scaf009651,A,-0.190432618749045,-0.2804326
1_Tdi_b3v08_scaf009652,A,-0.108865272682851,-0.1988653
1_Tdi_b3v08_scaf009653,X,-0.859203801373465,-0.9492038
1_Tdi_b3v08_scaf009654,A,0.14253842170088,0.05253842
1_Tdi_b3v08_scaf009655,A,0.0256961791724603,-0.06430382
1_Tdi_b3v08_scaf009656,A,0.00882213019588938,-0.08117787
1_Tdi_b3v08_scaf009657,A,0.0928140575490545,0.002814058
1_Tdi_b3v08_scaf009658,A,0.00716340403743957,-0.08283660
1_Tdi_b3v08_scaf009659,A,0.00764206850501748,-0.08235793
1_Tdi_b3v08_scaf009660,A,0.0720969052546457,-0.01790309
1_Tdi_b3v08_scaf009661,A,0.0509518326441216,-0.03904817
1_Tdi_b3v08_scaf009662,A,-0.190681446485284,-0.2806814
1_Tdi_b3v08_scaf009663,A,-0.0661331079770933,-0.1561331
1_Tdi_b3v08_scaf009664,A,0.0371770994870313,-0.05282290
1_Tdi_b3v08_scaf009665,A,-1.0252175471475,-1.115218
1_Tdi_b3v08_scaf009666,A,0.142954322216383,0.05295432
1_Tdi_b3v08_scaf009667,A,0.123835822127128,0.03383582
1_Tdi_b3v08_scaf009668,A,0.0469516718851218,-0.04304833
1_Tdi_b3v08_scaf009669,A,0.0564926628578247,-0.03350734
1_Tdi_b3v08_scaf009670,A,0.0452180691850814,-0.04478193
1_Tdi_b3v08_scaf009671,A,0.0461791662278858,-0.04382083
1_Tdi_b3v08_scaf009672,A,-0.218778242122423,-0.3087782
1_Tdi_b3v08_scaf009673,A,0.0773848534961047,-0.01261515
1_Tdi_b3v08_scaf009674,X,-0.865011478901845,-0.9550115
1_Tdi_b3v08_scaf009675,A,0.192536606822736,0.1025366
1_Tdi_b3v08_scaf009676,A,0.0561797545764661,-0.03382025
1_Tdi_b3v08_scaf009677,A,-0.158618432881757,-0.2486184
1_Tdi_b3v08_scaf009678,A,0.165938527019578,0.07593853
1_Tdi_b3v08_scaf009679,A,0.523551932777377,0.4335519
1_Tdi_b3v08_scaf009680,A,0.279636960506439,0.1896370
1_Tdi_b3v08_scaf009681,A,-0.115832450631905,-0.2058325
1_Tdi_b3v08_scaf009682,A,-0.0512633318863672,-0.1412633
1_Tdi_b3v08_scaf009683,A,0.053258011944964,-0.03674199
1_Tdi_b3v08_scaf009684,A,-0.0447414916336616,-0.1347415
1_Tdi_b3v08_scaf009685,A,-0.0212779988993626,-0.1112780
1_Tdi_b3v08_scaf009686,A,0.733729121853441,0.6437291
1_Tdi_b3v08_scaf009687,A,0.0424617190210948,-0.04753828
1_Tdi_b3v08_scaf009688,A,0.135895756492856,0.04589576
1_Tdi_b3v08_scaf009689,A,-0.0495470301803567,-0.1395470
1_Tdi_b3v08_scaf009690,A,-0.0724821306741305,-0.1624821
1_Tdi_b3v08_scaf009691,A,-0.249515155231771,-0.3395152
1_Tdi_b3v08_scaf009692,A,0.0488135383563529,-0.04118646
1_Tdi_b3v08_scaf009693,A,0.0741081362795925,-0.01589186
1_Tdi_b3v08_scaf009694,A,0.140523221161185,0.05052322
1_Tdi_b3v08_scaf009695,A,-0.03672338935684,-0.1267234
1_Tdi_b3v08_scaf009696,A,0.0440432399397971,-0.04595676
1_Tdi_b3v08_scaf009697,A,-0.188961131069087,-0.2789611
1_Tdi_b3v08_scaf009698,X,-0.879964151889161,-0.9699642
1_Tdi_b3v08_scaf009699,A,-0.240458980048639,-0.3304590
1_Tdi_b3v08_scaf009700,A,-0.037920896263028,-0.1279209
1_Tdi_b3v08_scaf009701,A,-0.0584803255410103,-0.1484803
1_Tdi_b3v08_scaf009702,A,-0.0431879365305608,-0.1331879
1_Tdi_b3v08_scaf009703,A,0.176997120433386,0.08699712
1_Tdi_b3v08_scaf009704,A,0.0370274045083515,-0.05297260
1_Tdi_b3v08_scaf009705,A,0.0131108676801848,-0.07688913
1_Tdi_b3v08_scaf009706,A,-0.0090666503383013,-0.09906665
1_Tdi_b3v08_scaf009707,A,-0.285483945935621,-0.3754839
1_Tdi_b3v08_scaf009708,X,-0.907111403843448,-0.9971114
1_Tdi_b3v08_scaf009709,A,0.119931852016438,0.02993185
1_Tdi_b3v08_scaf009710,A,-0.086561382143698,-0.1765614
1_Tdi_b3v08_scaf009711,A,0.210568603220434,0.1205686
1_Tdi_b3v08_scaf009712,A,0.0307047000062681,-0.05929530
1_Tdi_b3v08_scaf009713,A,0.0174771518760416,-0.07252285
1_Tdi_b3v08_scaf009714,A,0.157769810572445,0.06776981
1_Tdi_b3v08_scaf009715,A,0.151902945223728,0.06190295
1_Tdi_b3v08_scaf009716,A,-0.110574096795323,-0.2005741
1_Tdi_b3v08_scaf009717,A,0.162695929936585,0.07269593
1_Tdi_b3v08_scaf009718,A,0.161314575831088,0.07131458
1_Tdi_b3v08_scaf009719,A,-0.22560369779689,-0.3156037
1_Tdi_b3v08_scaf009720,A,-0.085393149765159,-0.1753931
1_Tdi_b3v08_scaf009721,A,0.0644986632891835,-0.02550134
1_Tdi_b3v08_scaf009722,A,0.00246204791898468,-0.08753795
1_Tdi_b3v08_scaf009723,A,0.0675489586466448,-0.02245104
1_Tdi_b3v08_scaf009724,A,-0.0583956859721709,-0.1483957
1_Tdi_b3v08_scaf009725,X,-0.863741181582122,-0.9537412
1_Tdi_b3v08_scaf009726,A,0.0368850493492262,-0.05311495
1_Tdi_b3v08_scaf009727,A,-0.136653615199077,-0.2266536
1_Tdi_b3v08_scaf009728,A,-0.416500766277842,-0.5065008
1_Tdi_b3v08_scaf009729,A,0.169484701379494,0.07948470
1_Tdi_b3v08_scaf009730,A,-0.0748753404196328,-0.1648753
1_Tdi_b3v08_scaf009731,A,0.183587220494499,0.09358722
1_Tdi_b3v08_scaf009732,A,0.0312360370487433,-0.05876396
1_Tdi_b3v08_scaf009733,A,0.0854289534869306,-0.004571047
1_Tdi_b3v08_scaf009734,A,-0.131264866554453,-0.2212649
1_Tdi_b3v08_scaf009735,A,0.252980796367956,0.1629808
1_Tdi_b3v08_scaf009736,A,0.170252331530473,0.08025233
1_Tdi_b3v08_scaf009737,A,-0.0317962349547644,-0.1217962
1_Tdi_b3v08_scaf009738,A,0.064564033208983,-0.02543597
1_Tdi_b3v08_scaf009739,A,0.116795646487805,0.02679565
1_Tdi_b3v08_scaf009740,A,0.040824144857994,-0.04917586
1_Tdi_b3v08_scaf009741,A,-0.0875070650243049,-0.1775071
1_Tdi_b3v08_scaf009742,A,-0.443916697526656,-0.5339167
1_Tdi_b3v08_scaf009743,A,-0.786399548253229,-0.8763995
1_Tdi_b3v08_scaf009744,A,-0.00317815900651989,-0.09317816
1_Tdi_b3v08_scaf009745,A,-0.188803855031999,-0.2788039
1_Tdi_b3v08_scaf009746,A,-0.0470305597191566,-0.1370306
1_Tdi_b3v08_scaf009747,A,-0.105324381461808,-0.1953244
1_Tdi_b3v08_scaf009748,X,-0.938911488932632,-1.028911
1_Tdi_b3v08_scaf009749,A,-0.045250900519584,-0.1352509
1_Tdi_b3v08_scaf009750,A,-0.718309026970167,-0.8083090
1_Tdi_b3v08_scaf009751,A,0.117260369107911,0.02726037
1_Tdi_b3v08_scaf009752,X,-0.858881555720311,-0.9488816
1_Tdi_b3v08_scaf009753,A,0.111345336906141,0.02134534
1_Tdi_b3v08_scaf009754,X,-0.985109773308542,-1.075110
1_Tdi_b3v08_scaf009755,A,-0.274380047785397,-0.3643800
1_Tdi_b3v08_scaf009756,A,0.00600291331043174,-0.08399709
1_Tdi_b3v08_scaf009757,A,-1.01565854647285,-1.105659
1_Tdi_b3v08_scaf009758,A,0.134257586253379,0.04425759
1_Tdi_b3v08_scaf009759,A,0.123744097588682,0.03374410
1_Tdi_b3v08_scaf009760,A,0.0909459290604888,0.0009459291
1_Tdi_b3v08_scaf009761,A,0.0257916286012617,-0.06420837
1_Tdi_b3v08_scaf009762,A,0.145215853714998,0.05521585
1_Tdi_b3v08_scaf009763,A,0.289356024507747,0.1993560
1_Tdi_b3v08_scaf009764,A,0.00518417786207599,-0.08481582
1_Tdi_b3v08_scaf009765,A,0.245970795662012,0.1559708
1_Tdi_b3v08_scaf009766,A,0.000651075246733038,-0.08934892
1_Tdi_b3v08_scaf009767,A,-0.0415999074956982,-0.1315999
1_Tdi_b3v08_scaf009768,A,0.0918970527053833,0.001897053
1_Tdi_b3v08_scaf009769,A,-0.13129648949499,-0.2212965
1_Tdi_b3v08_scaf009770,A,0.106030209453591,0.01603021
1_Tdi_b3v08_scaf009771,A,0.142233864825442,0.05223386
1_Tdi_b3v08_scaf009772,A,0.0519400599421666,-0.03805994
1_Tdi_b3v08_scaf009773,A,-13.4272203272554,-13.51722
1_Tdi_b3v08_scaf009774,A,0.113234899334081,0.02323490
1_Tdi_b3v08_scaf009775,A,0.0857739696770932,-0.004226030
1_Tdi_b3v08_scaf009776,A,-0.00811595136033581,-0.09811595
1_Tdi_b3v08_scaf009777,A,0.110815640495681,0.02081564
1_Tdi_b3v08_scaf009778,A,0.101923886054625,0.01192389
1_Tdi_b3v08_scaf009779,A,0.221553977485302,0.1315540
1_Tdi_b3v08_scaf009780,A,0.143319245930864,0.05331925
1_Tdi_b3v08_scaf009781,A,0.0206532035521003,-0.06934680
1_Tdi_b3v08_scaf009782,A,-0.748865596579819,-0.8388656
1_Tdi_b3v08_scaf009783,A,0.0526882644896051,-0.03731174
1_Tdi_b3v08_scaf009784,A,-0.0925709800381594,-0.1825710
1_Tdi_b3v08_scaf009785,A,-0.0410417676614592,-0.1310418
1_Tdi_b3v08_scaf009786,A,-0.0258068639573338,-0.1158069
1_Tdi_b3v08_scaf009787,X,-0.890121854760535,-0.9801219
1_Tdi_b3v08_scaf009788,A,0.0675638613477854,-0.02243614
1_Tdi_b3v08_scaf009789,A,0.0176571147671932,-0.07234289
1_Tdi_b3v08_scaf009790,A,-0.138592392298783,-0.2285924
1_Tdi_b3v08_scaf009791,A,0.04304895820443,-0.04695104
1_Tdi_b3v08_scaf009792,A,0.0174169234239725,-0.07258308
1_Tdi_b3v08_scaf009793,A,0.0288416856104797,-0.06115831
1_Tdi_b3v08_scaf009794,A,-0.0199305446226436,-0.1099305
1_Tdi_b3v08_scaf009795,A,0.081393075879944,-0.008606924
1_Tdi_b3v08_scaf009796,A,-0.125299661600412,-0.2152997
1_Tdi_b3v08_scaf009797,A,0.0213406253907046,-0.06865937
1_Tdi_b3v08_scaf009798,A,-0.122851496262704,-0.2128515
1_Tdi_b3v08_scaf009799,A,-0.110871426669922,-0.2008714
1_Tdi_b3v08_scaf009800,A,-0.0558339209026898,-0.1458339
1_Tdi_b3v08_scaf009801,A,-0.217794366388482,-0.3077944
1_Tdi_b3v08_scaf009802,A,-0.0627646541346091,-0.1527647
1_Tdi_b3v08_scaf009803,A,0.0749927167778615,-0.01500728
1_Tdi_b3v08_scaf009804,A,0.132030283276805,0.04203028
1_Tdi_b3v08_scaf009805,A,-0.0217281650144851,-0.1117282
1_Tdi_b3v08_scaf009806,A,-0.0265891261517138,-0.1165891
1_Tdi_b3v08_scaf009807,A,-0.041342573345287,-0.1313426
1_Tdi_b3v08_scaf009808,A,0.207013019150601,0.1170130
1_Tdi_b3v08_scaf009809,A,0.256411812333673,0.1664118
1_Tdi_b3v08_scaf009810,X,-0.867724060668277,-0.9577241
1_Tdi_b3v08_scaf009811,A,0.0347334359352498,-0.05526656
1_Tdi_b3v08_scaf009812,A,0.0506859424066648,-0.03931406
1_Tdi_b3v08_scaf009813,A,-0.0523706220740104,-0.1423706
1_Tdi_b3v08_scaf009814,A,0.0502209348446321,-0.03977907
1_Tdi_b3v08_scaf009815,A,0.0332655777382195,-0.05673442
1_Tdi_b3v08_scaf009816,A,0.0373300572980411,-0.05266994
1_Tdi_b3v08_scaf009817,A,0.0706711939742579,-0.01932881
1_Tdi_b3v08_scaf009818,A,-1.11745934575232,-1.207459
1_Tdi_b3v08_scaf009819,A,0.0381858693385132,-0.05181413
1_Tdi_b3v08_scaf009820,A,0.0427927098949287,-0.04720729
1_Tdi_b3v08_scaf009821,A,0.159300860181514,0.06930086
1_Tdi_b3v08_scaf009822,A,-0.0395894654268372,-0.1295895
1_Tdi_b3v08_scaf009823,A,-0.0137366650341134,-0.1037367
1_Tdi_b3v08_scaf009824,A,0.161467603124417,0.07146760
1_Tdi_b3v08_scaf009825,A,0.229707061598868,0.1397071
1_Tdi_b3v08_scaf009826,A,0.0171562952673157,-0.07284370
1_Tdi_b3v08_scaf009827,A,-0.00392597301824894,-0.09392597
1_Tdi_b3v08_scaf009828,X,-0.90929774735402,-0.9992977
1_Tdi_b3v08_scaf009829,A,0.0547445848649497,-0.03525542
1_Tdi_b3v08_scaf009830,A,-0.0146283242149185,-0.1046283
1_Tdi_b3v08_scaf009831,A,0.0933535342289667,0.003353534
1_Tdi_b3v08_scaf009832,A,0.1534930370254,0.06349304
1_Tdi_b3v08_scaf009833,A,-0.0349950417702425,-0.1249950
1_Tdi_b3v08_scaf009834,A,0.0997898652244218,0.009789865
1_Tdi_b3v08_scaf009835,A,0.031864373156024,-0.05813563
1_Tdi_b3v08_scaf009836,A,-0.0660674334546249,-0.1560674
1_Tdi_b3v08_scaf009837,A,-0.0781554165712694,-0.1681554
1_Tdi_b3v08_scaf009838,A,-0.0724189870466068,-0.1624190
1_Tdi_b3v08_scaf009839,A,0.865964372192676,0.7759644
1_Tdi_b3v08_scaf009840,A,-1.0715785440015,-1.161579
1_Tdi_b3v08_scaf009841,A,0.209065665214921,0.1190657
1_Tdi_b3v08_scaf009842,A,0.0201789305762605,-0.06982107
1_Tdi_b3v08_scaf009843,A,0.0763910378826934,-0.01360896
1_Tdi_b3v08_scaf009844,A,-0.290796552994559,-0.3807966
1_Tdi_b3v08_scaf009845,A,0.19104157973127,0.1010416
1_Tdi_b3v08_scaf009846,A,0.312263980276359,0.2222640
1_Tdi_b3v08_scaf009847,A,-0.159596870427067,-0.2495969
1_Tdi_b3v08_scaf009848,A,-0.194392331109167,-0.2843923
1_Tdi_b3v08_scaf009849,A,0.0505707914727148,-0.03942921
1_Tdi_b3v08_scaf009850,A,0.09035503623053,0.0003550362
1_Tdi_b3v08_scaf009851,A,0.115758650342853,0.02575865
1_Tdi_b3v08_scaf009852,A,0.415149565941715,0.3251496
1_Tdi_b3v08_scaf009853,A,0.106625379435064,0.01662538
1_Tdi_b3v08_scaf009854,X,-0.873795162283637,-0.9637952
1_Tdi_b3v08_scaf009855,A,0.0965969061405866,0.006596906
1_Tdi_b3v08_scaf009856,A,0.0038374051945717,-0.08616259
1_Tdi_b3v08_scaf009857,A,0.072771477055701,-0.01722852
1_Tdi_b3v08_scaf009858,A,-0.0588627389621627,-0.1488627
1_Tdi_b3v08_scaf009859,A,0.265576850877832,0.1755769
1_Tdi_b3v08_scaf009860,A,-0.231509511061477,-0.3215095
1_Tdi_b3v08_scaf009861,A,0.0967581434554658,0.006758143
1_Tdi_b3v08_scaf009862,A,-0.0240141046969263,-0.1140141
1_Tdi_b3v08_scaf009863,A,0.204999633816876,0.1149996
1_Tdi_b3v08_scaf009864,A,-0.178220198678725,-0.2682202
1_Tdi_b3v08_scaf009865,A,-0.120532427414438,-0.2105324
1_Tdi_b3v08_scaf009866,A,0.106277230164436,0.01627723
1_Tdi_b3v08_scaf009867,A,0.000970483387395198,-0.08902952
1_Tdi_b3v08_scaf009868,A,-0.115153981153816,-0.2051540
1_Tdi_b3v08_scaf009869,A,0.0971052512559058,0.007105251
1_Tdi_b3v08_scaf009870,A,0.0557350750008448,-0.03426492
1_Tdi_b3v08_scaf009871,X,-0.894639834726343,-0.9846398
1_Tdi_b3v08_scaf009872,A,0.0264609994385705,-0.06353900
1_Tdi_b3v08_scaf009873,A,-0.0338647118256787,-0.1238647
1_Tdi_b3v08_scaf009874,A,-0.484720246908392,-0.5747202
1_Tdi_b3v08_scaf009875,A,0.0750952717419157,-0.01490473
1_Tdi_b3v08_scaf009876,A,0.0510927473310944,-0.03890725
1_Tdi_b3v08_scaf009877,X,-0.943872907477922,-1.033873
1_Tdi_b3v08_scaf009878,A,0.0932102902304015,0.003210290
1_Tdi_b3v08_scaf009879,A,0.24477291102666,0.1547729
1_Tdi_b3v08_scaf009880,A,0.159622717541657,0.06962272
1_Tdi_b3v08_scaf009881,A,0.0279442182096765,-0.06205578
1_Tdi_b3v08_scaf009882,A,0.104455141287415,0.01445514
1_Tdi_b3v08_scaf009883,A,0.0136419047405253,-0.07635810
1_Tdi_b3v08_scaf009884,A,-0.0156007992285999,-0.1056008
1_Tdi_b3v08_scaf009885,A,0.166502863937218,0.07650286
1_Tdi_b3v08_scaf009886,A,-0.0165794546414653,-0.1065795
1_Tdi_b3v08_scaf009887,A,-0.109839157375977,-0.1998392
1_Tdi_b3v08_scaf009888,A,0.0727655014880546,-0.01723450
1_Tdi_b3v08_scaf009889,A,-0.266407220160162,-0.3564072
1_Tdi_b3v08_scaf009890,A,0.0916763785031947,0.001676379
1_Tdi_b3v08_scaf009891,A,0.0211042102632335,-0.06889579
1_Tdi_b3v08_scaf009892,A,0.0640412431397358,-0.02595876
1_Tdi_b3v08_scaf009893,A,0.0475727329450635,-0.04242727
1_Tdi_b3v08_scaf009894,A,0.0669112138933367,-0.02308879
1_Tdi_b3v08_scaf009895,A,0.165769486898299,0.07576949
1_Tdi_b3v08_scaf009896,A,0.118127466653462,0.02812747
1_Tdi_b3v08_scaf009897,A,0.0197287593011044,-0.07027124
1_Tdi_b3v08_scaf009898,A,-0.0480304341448112,-0.1380304
1_Tdi_b3v08_scaf009899,A,-0.0398005096820339,-0.1298005
1_Tdi_b3v08_scaf009900,A,-0.805317114382865,-0.8953171
1_Tdi_b3v08_scaf009901,A,-0.0889723940079421,-0.1789724
1_Tdi_b3v08_scaf009902,A,0.025429002668138,-0.06457100
1_Tdi_b3v08_scaf009903,A,-0.0179054871705468,-0.1079055
1_Tdi_b3v08_scaf009904,A,0.000438000005219506,-0.08956200
1_Tdi_b3v08_scaf009905,A,-0.0535265492884183,-0.1435265
1_Tdi_b3v08_scaf009906,A,0.0141368508158095,-0.07586315
1_Tdi_b3v08_scaf009907,A,0.0388570826217202,-0.05114292
1_Tdi_b3v08_scaf009908,A,0.0805867980745671,-0.009413202
1_Tdi_b3v08_scaf009909,A,-0.0934066242826252,-0.1834066
1_Tdi_b3v08_scaf009910,A,0.149123957246574,0.05912396
1_Tdi_b3v08_scaf009911,A,0.252340832382849,0.1623408
1_Tdi_b3v08_scaf009912,A,0.138494934453837,0.04849493
1_Tdi_b3v08_scaf009913,A,-0.0240191331407253,-0.1140191
1_Tdi_b3v08_scaf009914,A,0.00100996186357978,-0.08899004
